ID,NM_DISTRITO,LONG,LAT,ID_ADJS
4557,PARNAGUÁ,-44.6343146131202,-10.2171809705429,[]
4558,PARNAÍBA,-41.7781705920245,-2.90336014450892,[]
4562,PASSAGEM FRANCA DO PIAUÍ,-42.44052674629,-5.85624732031881,[]
4563,PATOS DO PIAUÍ,-41.2522813962752,-7.68076393508747,[]
4565,PAU D'ARCO DO PIAUÍ,-42.3888654971449,-5.25109342941114,[]
4567,PAULISTANA,-41.1470964851424,-8.14143613489509,[]
4573,PAVUSSU,-43.2217523026137,-7.96428695477047,[]
4575,PEDRO II,-41.4585599330709,-4.42705526541623,[]
4583,PEDRO LAURENTINO,-42.2860736700138,-8.06688259438779,[]
4584,NOVA SANTA RITA,-42.0482620010711,-8.07496471811903,[]
4586,PICOS,-41.4688267146679,-7.08137391219936,[]
4592,PIMENTEIRAS,-41.4151586072493,-6.24168840966686,[]
4602,PIO IX,-40.6182727863013,-6.83268730124508,[]
4608,PIRACURUCA,-41.7090415496498,-3.9292874935799,[]
4609,PIRIPIRI,-41.7785048523536,-4.27606869325536,[]
4619,PORTO,-42.7109259993477,-3.89142299503453,[]
4620,PORTO ALEGRE DO PIAUÍ,-44.1948371018939,-6.97172468664628,[]
4622,PRATA DO PIAUÍ,-42.2042236753317,-5.6647976938028,[]
4623,QUEIMADA NOVA,-41.4170249221793,-8.5854253469422,[]
4625,REDENÇÃO DO GURGUÉIA,-44.5812141605608,-9.49344824144475,[]
4626,REGENERAÇÃO,-42.6850242313083,-6.24018302114034,[]
4629,RIACHO FRIO,-44.9525300482529,-10.1287276881395,[]
4630,RIBEIRA DO PIAUÍ,-42.7140434913463,-7.69057550115737,[]
4633,RIBEIRO GONÇALVES,-45.2456386842602,-7.55803424497219,[]
4634,RIO GRANDE DO PIAUÍ,-43.1401827860102,-7.77085711980515,[]
4638,SANTA CRUZ DO PIAUÍ,-41.7619256890988,-7.17762649610062,[]
4639,SANTA CRUZ DOS MILAGRES,-41.9584459530597,-5.80812099835306,[]
4640,SANTA FILOMENA,-45.9205564410726,-9.10679570533628,[]
4642,SANTA LUZ,-44.1295859062574,-8.94462421689483,[]
4644,SANTANA DO PIAUÍ,-41.5184805579744,-6.94907176392449,[]
4648,SANTA ROSA DO PIAUÍ,-42.2808138760659,-6.80145505828923,[]
4649,SANTO ANTÔNIO DE LISBOA,-41.2337647421245,-6.98184847697697,[]
4651,SANTO ANTÔNIO DOS MILAGRES,-42.7111968050238,-6.04671759629306,[]
4654,SANTO INÁCIO DO PIAUÍ,-41.9182128600204,-7.42233683737326,[]
4655,SÃO BRAZ DO PIAUÍ,-42.9990725170726,-9.06256053587373,[]
4659,SÃO FÉLIX DO PIAUÍ,-42.1135025901891,-5.93286766298678,[]
4661,SÃO FRANCISCO DE ASSIS DO PIAUÍ,-41.6895971516657,-8.23775474973057,[]
4662,SÃO FRANCISCO DO PIAUÍ,-42.5385319870052,-7.24397610386385,[]
4664,SÃO GONÇALO DO GURGUÉIA,-45.301405510563,-10.0299401062335,[]
4665,SÃO GONÇALO DO PIAUÍ,-42.6988309840949,-5.98966743952697,[]
4666,SÃO JOÃO DA CANABRAVA,-41.3460536519366,-6.81893098950292,[]
4671,SÃO JOÃO DA FRONTEIRA,-41.256286959289,-3.93859743411526,[]
4673,SÃO JOÃO DA SERRA,-41.8992637510964,-5.50879753777524,[]
4674,SÃO JOÃO DA VARJOTA,-41.8637422049467,-6.91901783852341,[]
4676,SÃO JOÃO DO ARRAIAL,-42.4531261733045,-3.81316887361888,[]
4677,SÃO JOÃO DO PIAUÍ,-42.2564375329406,-8.34884968799341,[]
4683,SÃO JOSÉ DO DIVINO,-41.8301087692171,-3.80571635649951,[]
4684,SÃO JOSÉ DO PEIXE,-42.5701794157863,-7.49300878090782,[]
4687,SÃO JOSÉ DO PIAUÍ,-41.4794072341782,-6.87062624465213,[]
4691,SÃO JULIÃO,-40.8369132447998,-7.08531500457718,[]
4694,SÃO LOURENÇO DO PIAUÍ,-42.5443519903866,-9.17200187707728,[]
4695,SÃO LUIS DO PIAUÍ,-41.3228378191747,-6.82814382976455,[]
4698,SÃO MIGUEL DA BAIXA GRANDE,-42.1853773737544,-5.86229863428784,[]
4699,SÃO MIGUEL DO FIDALGO,-42.3705290411912,-7.58496911892799,[]
4700,SÃO MIGUEL DO TAPUIO,-41.319798489524,-5.50066369912748,[]
4704,SÃO PEDRO DO PIAUÍ,-42.7236601720603,-5.91395164656097,[]
4709,SÃO RAIMUNDO NONATO,-42.6922851641908,-9.0153604823547,[]
4713,SEBASTIÃO BARROS,-44.8332841775162,-10.8166752206016,[]
4714,SEBASTIÃO LEAL,-44.0676917696104,-7.57738563015195,[]
4716,SIGEFREDO PACHECO,-41.727559224799,-4.91168916423737,[]
4719,SIMÕES,-40.8175090683555,-7.59913716568336,[]
4721,SIMPLÍCIO MENDES,-41.9109103616519,-7.85795729388299,[]
4724,SOCORRO DO PIAUÍ,-42.5046917237203,-7.86493805710391,[]
4727,SUSSUAPARA,-41.392267730941,-7.01701058882809,[]
4728,TAMBORIL DO PIAUÍ,-42.909688830207,-8.40043178009231,[]
4729,TANQUE DO PIAUÍ,-42.2839013404883,-6.59635346741982,[]
4761,TERESINA,-42.8052704582233,-5.0863419523217,[]
4762,UNIÃO,-42.8629297159505,-4.58601815914006,[]
4768,URUÇUÍ,-44.5602559238525,-7.22950334456247,[]
4773,VALENÇA DO PIAUÍ,-41.7405359913299,-6.39819602271571,[]
4776,VÁRZEA BRANCA,-42.9694445350297,-9.23654108934563,[]
4777,VÁRZEA GRANDE,-42.2531016233438,-6.5429475544247,[]
4779,VERA MENDES,-41.4797367500354,-7.60284928289199,[]
4780,VILA NOVA DO PIAUÍ,-40.937801396493,-7.14104643395254,[]
4781,WALL FERRAZ,-41.9089536203039,-7.23577900641265,[]
4782,ABAIARA,-39.0475466361851,-7.35697659589831,[]
4785,ACARAPE,-38.7056237709826,-4.22313840937244,[]
4792,ACARAÚ,-40.1182414711655,-2.885310540095,[]
4804,ACOPIARA,-39.4557052761772,-6.092761995,[]
4817,AIUABA,-40.1231600775541,-6.56329844005168,[]
4823,ALCÂNTARAS,-40.5446381225739,-3.58698376924817,[]
4827,ALTANEIRA,-39.7458206389421,-6.9974983508052,[]
4830,ALTO SANTO,-38.2727781487196,-5.52208173974523,[]
4837,AMONTADA,-39.8288227917225,-3.36487780347731,[]
4851,ANTONINA DO NORTE,-39.9823868418819,-6.77968784711829,[]
4854,APUIARÉS,-39.4304227833004,-3.94801851861481,[]
4859,AQUIRAZ,-38.3898029588509,-3.9061945,[]
4868,ARACATI,-37.7727525989113,-4.56706647,[]
4891,ARACOIABA,-38.8094409691659,-4.37039380697671,[]
4910,ARARENDÁ,-40.8310967349814,-4.75193827199216,[]
4913,ARARIPE,-40.1374458093569,-7.20618378918069,[]
4918,ARATUBA,-39.047554561796,-4.41693064499256,[]
4920,ARNEIROZ,-40.161443712374,-6.31942580302218,[]
4925,ASSARÉ,-39.8712747474926,-6.87260711221149,[]
4930,AURORA,-38.9769908769444,-6.94039183200645,[]
4935,BAIXIO,-38.7201259159638,-6.7271620493217,[]
4936,BANABUIÚ,-38.9257848049298,-5.3150473039948,[]
4941,BARBALHA,-39.3023163692257,-7.30717212691268,[]
4946,BARREIRA,-38.6385018295574,-4.28876226676818,[]
4955,BARRO,-38.7798806460522,-7.16820872668523,[]
4965,BARROQUINHA,-41.1394815381655,-3.00911674619191,[]
4968,BATURITÉ,-38.8800213756291,-4.33120515640856,[]
4972,BEBERIBE,-38.1232730421463,-4.17476322117715,[]
4995,BELA CRUZ,-40.1668429070243,-3.05510672431327,[]
5000,BOA VIAGEM,-39.7332823425095,-5.12574387005676,[]
5017,BREJO SANTO,-38.9855138673635,-7.49163800866139,[]
5024,CAMOCIM,-40.847527740938,-2.9009665745879,[]
5028,CAMPOS SALES,-40.3790031301681,-7.0733835,[]
5035,CANINDÉ,-39.3103429528638,-4.35534428969186,[]
5047,CAPISTRANO,-38.9018287595054,-4.45989661214017,[]
5051,CARIDADE,-39.1930329149954,-4.22496000078457,[]
5058,CARIRÉ,-40.4738448077338,-3.95161188001281,[]
5067,CARIRIAÇU,-39.2843720295557,-7.041528,[]
5074,CARIÚS,-39.4976886800605,-6.53112793786476,[]
5079,CARNAUBAL,-40.935631577279,-4.16398856236529,[]
5082,CASCAVEL,-38.2396859406771,-4.13143367820745,[]
5088,CATARINA,-39.879466228339,-6.12755629081684,[]
5090,CATUNDA,-40.2058037894278,-4.65154938565972,[]
5093,CAUCAIA,-38.6640175358384,-3.736487,[]
5102,CEDRO,-39.0597431480294,-6.6049605,[]
5109,CHAVAL,-41.2445958219436,-3.03890118909178,[]
5113,CHORÓ,-39.1374675315576,-4.84251565928672,[]
5119,CHOROZINHO,-38.5012856666587,-4.30217091397851,[]
5126,COREAÚ,-40.6569510757545,-3.54948786111024,[]
5131,CRATEÚS,-40.6684001308448,-5.17695055079545,[]
5150,CRATO,-39.4083902977886,-7.23175278993045,[]
5164,CROATÁ,-40.9090450981578,-4.41405726551229,[]
5172,CRUZ,-40.171278706542,-2.91670805035548,[]
5177,DEPUTADO IRAPUAN PINHEIRO,-39.2615417650871,-5.90896237382936,[]
5183,ERERÊ,-38.3472589620963,-6.03133272993446,[]
5186,EUSÉBIO,-38.4451218386123,-3.88697288667811,[]
5187,FARIAS BRITO,-39.5708350212066,-6.92710998064911,[]
5196,FORQUILHA,-40.2587689981082,-3.79895774308495,[]
5199,FORTALEZA,-38.5899275550432,-3.723805035,[]
5204,FORTIM,-37.7989754860384,-4.44980491741282,[]
5210,FRECHEIRINHA,-40.8214052011868,-3.76061193145276,[]
5212,GENERAL SAMPAIO,-39.4535299504286,-4.05104127465347,[]
5213,GRAÇA,-40.755524899564,-4.04693879398909,[]
5216,GRANJA,-40.8299389910215,-3.11895215616977,[]
5228,GRANJEIRO,-39.2203088858466,-6.88888437288031,[]
5230,GROAÍRAS,-40.382146023886,-3.91195412920395,[]
5233,GUAIÚBA,-38.6344347805213,-4.04024350050078,[]
5239,GUARACIABA DO NORTE,-40.7526331779113,-4.1624510671404,[]
5254,GUARAMIRANGA,-38.94063328506,-4.26205091860387,[]
5259,HIDROLÂNDIA,-40.4018171243637,-4.40799944425957,[]
5264,HORIZONTE,-38.4942395585521,-4.093278,[]
5268,IBARETAMA,-38.8216783127295,-4.81865157790641,[]
5275,IBIAPINA,-40.8939290197956,-3.93613126224114,[]
5281,IBICUITINGA,-38.6408630485786,-4.96916642282456,[]
5286,ICAPUÍ,-37.3535630985971,-4.71554948783128,[]
5292,ICÓ,-38.8630851788798,-6.40303125193041,[]
5307,IGUATU,-39.2999056781645,-6.36055472004592,[]
5323,INDEPENDÊNCIA,-40.3093482605607,-5.39802810026086,[]
5330,IPAPORANGA,-40.7579663399773,-4.90062978571446,[]
5336,IPAUMIRIM,-38.7159037441224,-6.78836126021327,[]
5340,IPU,-40.7187261447301,-4.31343168517721,[]
5351,IPUEIRAS,-40.7156965105938,-4.543785495,[]
5364,IRACEMA,-38.3046616556988,-5.80984255286376,[]
5368,IRAUÇUBA,-39.7922381150857,-3.74541880170377,[]
5372,ITAIÇABA,-37.821629513686,-4.68340471185561,[]
5377,ITAITINGA,-38.5264051494908,-3.97045901630545,[]
5378,ITAPAGÉ,-39.5835332386222,-3.68567310984199,[]
5387,ITAPIPOCA,-39.583481575771,-3.4994355,[]
5400,ITAPIÚNA,-38.9206739559252,-4.55474017465125,[]
5404,ITAREMA,-39.915677748929,-2.923348,[]
5410,ITATIRA,-39.6179040158845,-4.52892256233297,[]
5417,JAGUARETAMA,-38.7625262979074,-5.61088956322615,[]
5418,JAGUARIBARA,-38.4630972955508,-5.45750203396349,[]
5420,JAGUARIBE,-38.6230050492668,-5.886459045,[]
5425,JAGUARUANA,-37.7823914809586,-4.83955516829761,[]
5434,JARDIM,-39.2841644573661,-7.58553646567843,[]
5440,JATI,-39.0051387612294,-7.69274159478333,[]
5443,JIJOCA DE JERICOACOARA,-40.4387354018727,-2.89968270887056,[]
5445,JUAZEIRO DO NORTE,-39.3169933556143,-7.210766,[]
5450,JUCÁS,-39.5267762434303,-6.52254927305863,[]
5456,LAVRAS DA MANGABEIRA,-38.9672750539277,-6.75474797684014,[]
5462,LIMOEIRO DO NORTE,-38.0990948704529,-5.15023902,[]
5472,MADALENA,-39.5757886826003,-4.85243417660198,[]
5480,MARACANAÚ,-38.6244186465865,-3.87696445102036,[]
5482,MARANGUAPE,-38.6858512476873,-3.89186946,[]
5504,MARCO,-40.1516436427496,-3.120707025,[]
5508,MARTINÓPOLE,-40.6993551750691,-3.22501222744216,[]
5509,MASSAPÊ,-40.3421348648013,-3.52387058428249,[]
5517,MAURITI,-38.772795438031,-7.387398,[]
5531,MERUOCA,-40.4508809567861,-3.53900666231988,[]
5538,MILAGRES,-38.9431567662076,-7.31042779678189,[]
5543,MILHÃ,-39.2035741816436,-5.67956410088697,[]
5549,MIRAÍMA,-39.9700648820021,-3.56859990655738,[]
5553,MISSÃO VELHA,-39.1451977078653,-7.24323151378516,[]
5560,MOMBAÇA,-39.6244052478572,-5.74700454,[]
5573,MONSENHOR TABOSA,-40.0700674615929,-4.78309129145873,[]
5577,MORADA NOVA,-38.3649073450731,-5.09695200016721,[]
5586,MORAÚJO,-40.6835989271198,-3.46636327439925,[]
5590,MORRINHOS,-40.1241788929331,-3.22883053425389,[]
5593,MUCAMBO,-40.7452804651593,-3.90602997959821,[]
5597,MULUNGU,-38.9930659239268,-4.29952832007765,[]
5600,NOVA OLINDA,-39.6794854726644,-7.08410281138904,[]
5602,NOVA RUSSAS,-40.5653033548825,-4.7068083499366,[]
5611,NOVO ORIENTE,-40.7747672682117,-5.53386483554612,[]
5618,OCARA,-38.5985379827902,-4.48506654454779,[]
5629,ORÓS,-38.9135959845487,-6.24279878368762,[]
5635,PACAJUS,-38.4670222648935,-4.17054051,[]
5638,PACATUBA,-38.6182993120325,-3.98612002229387,[]
5643,PACOTI,-38.9258889386659,-4.22476543307066,[]
5647,PACUJÁ,-40.6967361072542,-3.97839438605716,[]
5648,PALHANO,-37.9662351610974,-4.74394507677329,[]
5650,PALMÁCIA,-38.8450290663103,-4.14898177452437,[]
5653,PARACURU,-39.0295453441225,-3.41163500915711,[]
5658,PARAIPABA,-39.1481155272123,-3.43619672787107,[]
5668,PARAMBU,-40.6942072413457,-6.21033600172244,[]
5680,PARAMOTI,-39.2394664950313,-4.09743233197343,[]
5684,PEDRA BRANCA,-39.7139376447036,-5.4546855,[]
5690,PENAFORTE,-39.0741275240802,-7.82991461205567,[]
5693,PENTECOSTE,-39.267008731469,-3.79626673615443,[]
5697,PEREIRO,-38.4591360389541,-6.04507690203015,[]
5699,PINDORETAMA,-38.3000879762561,-4.02780399274118,[]
5704,PIQUET CARNEIRO,-39.419406255538,-5.80856955977343,[]
5708,PIRES FERREIRA,-40.6465412477527,-4.24215414323442,[]
5716,PORANGA,-40.9263795102653,-4.74395073194117,[]
5722,PORTEIRAS,-39.1153314614829,-7.53574644160671,[]
5724,POTENGI,-40.0321325356878,-7.09017946960707,[]
5728,POTIRETAMA,-38.1579178531648,-5.72166790374219,[]
5730,QUITERIANÓPOLIS,-40.7044888468331,-5.8470092293282,[]
5736,QUIXADÁ,-39.0117446758304,-4.9637,[]
5749,QUIXELÔ,-39.202294366455,-6.25121190037953,[]
5751,QUIXERAMOBIM,-39.2943542269635,-5.19840483742558,[]
5766,QUIXERÉ,-37.9905222250863,-5.06872895444067,[]
5769,REDENÇÃO,-38.7295707505904,-4.22295815020099,[]
5781,RERIUTABA,-40.5846120036545,-4.14156760083061,[]
5786,RUSSAS,-37.975431296901,-4.93973781536402,[]
5796,SABOEIRO,-39.9045806984177,-6.53643335248083,[]
5803,SALITRE,-40.46475206463,-7.28452868497372,[]
5809,SANTANA DO ACARAÚ,-40.2094628598127,-3.45977534173113,[]
5818,SANTANA DO CARIRI,-39.7379797815466,-7.18089778328218,[]
5825,SANTA QUITÉRIA,-40.153507813582,-4.3332705,[]
5836,SÃO BENEDITO,-40.8644898757611,-4.04472699,[]
5840,SÃO GONÇALO DO AMARANTE,-38.9720758652803,-3.6056325,[]
5849,SÃO JOÃO DO JAGUARIBE,-38.2719407043798,-5.26863055048591,[]
5852,SÃO LUÍS DO CURU,-39.2416061849713,-3.67300925322864,[]
5855,SENADOR POMPEU,-39.3753253308417,-5.58934375213112,[]
5863,SENADOR SÁ,-40.4637920044144,-3.35178962803698,[]
5866,SOBRAL,-40.3486680336582,-3.68803768376442,[]
5886,SOLONÓPOLE,-39.0082249132446,-5.72635129100783,[]
5892,TABULEIRO DO NORTE,-38.129737128172,-5.24380386987735,[]
5897,TAMBORIL,-40.319068513296,-4.83392858315588,[]
5906,TARRAFAS,-39.7584941948653,-6.68259031473737,[]
5911,TAUÁ,-40.2926246551049,-6.00299893985789,[]
5924,TEJUÇUOCA,-39.5768263617106,-3.98971180859371,[]
5930,TIANGUÁ,-40.9917056226916,-3.722674,[]
5937,TRAIRI,-39.272231872633,-3.26442016913387,[]
5951,TURURU,-39.4343635369541,-3.59559523549983,[]
5955,UBAJARA,-40.9071439279714,-3.84849143521655,[]
5961,UMARI,-38.7013257158543,-6.64724437520981,[]
5963,UMIRIM,-39.3423844042955,-3.67556189809805,[]
5966,URUBURETAMA,-39.5081780697542,-3.62301683368172,[]
5971,URUOCA,-40.5611630276796,-3.31323066042929,[]
5974,VARJOTA,-40.4789932740701,-4.18282228275994,[]
5977,VÁRZEA ALEGRE,-39.2989329971137,-6.79184585564321,[]
5984,VIÇOSA DO CEARÁ,-41.0916290750336,-3.56601275320063,[]
5994,ACARI,-36.6437388699983,-6.44208508893385,[]
5997,AÇU,-36.9179232199589,-5.57194599924666,[]
6011,AFONSO BEZERRA,-36.5091482339596,-5.49873426813082,[]
6017,ÁGUA NOVA,-38.2908249542281,-6.20471671883501,[]
6018,ALEXANDRIA,-38.0192888913064,-6.41713633794429,[]
6019,ALMINO AFONSO,-37.7631253023649,-6.15742069252536,[]
6020,ALTO DO RODRIGUES,-36.7594926142107,-5.293807787638,[]
6023,ANGICOS,-36.6054328737792,-5.66036532908629,[]
6024,ANTÔNIO MARTINS,-37.8857345656395,-6.21600445470736,[]
6025,APODI,-37.797784476271,-5.66376981922722,[]
6031,AREIA BRANCA,-37.1312717156955,-4.9528976305617,[]
6037,ARÊS,-35.1606360959418,-6.19371227448261,[]
6040,AUGUSTO SEVERO,-37.3088725642243,-5.85811442404707,[]
6042,BAÍA FORMOSA,-35.0090361817886,-6.36999230418874,[]
6045,BARAÚNA,-37.6181801950628,-5.07661810480469,[]
6053,BARCELONA,-35.9267945279531,-5.9481318482859,[]
6054,BENTO FERNANDES,-35.8216988907063,-5.69238331769413,[]
6059,BODÓ,-36.413837702334,-5.98804524994105,[]
6061,BOM JESUS,-35.5888032897951,-5.98631885234114,[]
6062,BREJINHO,-35.3573540540418,-6.19257905870004,[]
6064,CAIÇARA DO NORTE,-36.0558571538451,-5.06299440936317,[]
6065,CAIÇARA DO RIO DO VENTO,-35.9997904110862,-5.75908714277655,[]
6066,CAICÓ,-37.0964887711922,-6.45913883139328,[]
6068,CAMPO REDONDO,-36.1825045694096,-6.24338305317339,[]
6070,CANGUARETAMA,-35.1285396639931,-6.37492521572032,[]
6074,CARAÚBAS,-37.5537021978471,-5.79117610285868,[]
6077,CARNAÚBA DOS DANTAS,-36.5952519214664,-6.56073251736681,[]
6079,CARNAUBAIS,-36.8346423564497,-5.33978539431904,[]
6084,CEARÁ-MIRIM,-35.42448692853,-5.64098359191175,[]
6110,CERRO CORÁ,-36.3457414414503,-6.0348271931366,[]
6112,CORONEL EZEQUIEL,-36.2147710444246,-6.38340239029441,[]
6113,CORONEL JOÃO PESSOA,-38.4402581627126,-6.26011221139078,[]
6115,CRUZETA,-36.7917053203155,-6.41317640695567,[]
6116,CURRAIS NOVOS,-36.5162192209593,-6.26467221895558,[]
6121,DOUTOR SEVERIANO,-38.3736830788222,-6.09368737055909,[]
6122,PARNAMIRIM,-35.2592090738617,-5.91036975825394,[]
6123,ENCANTO,-38.3048789906516,-6.1111342006329,[]
6125,EQUADOR,-36.7164124288599,-6.94584274907483,[]
6126,ESPÍRITO SANTO,-35.3170907892286,-6.33557170320116,[]
6129,EXTREMOZ,-35.3140254320232,-5.70270993620874,[]
6140,FELIPE GUERRA,-37.6913850557146,-5.60196176980821,[]
6141,FERNANDO PEDROZA,-36.5324535353652,-5.69601578146739,[]
6142,FLORÂNIA,-36.8140762988106,-6.12695195501155,[]
6143,FRANCISCO DANTAS,-38.1256497554185,-6.08809671674326,[]
6144,FRUTUOSO GOMES,-37.8409607540419,-6.15623279929201,[]
6146,GALINHOS,-36.2746400699779,-5.09168977841149,[]
6149,GOIANINHA,-35.2177861245435,-6.25059038995067,[]
6154,GOVERNADOR DIX-SEPT ROSADO,-37.5219118430218,-5.45891384210597,[]
6158,GROSSOS,-37.1574841600262,-4.97551480707414,[]
6159,GUAMARÉ,-36.3181443773969,-5.10736295459178,[]
6165,IELMO MARINHO,-35.5528293750625,-5.81531503827622,[]
6171,IPANGUAÇU,-36.8528746046542,-5.49714835330496,[]
6178,IPUEIRA,-37.1978561298861,-6.81555076188514,[]
6179,ITAJÁ,-36.8698181053353,-5.64354760896815,[]
6181,ITAÚ,-37.9882686256902,-5.83793607342512,[]
6183,JAÇANÃ,-36.2055929077335,-6.42497334736577,[]
6184,JANDAÍRA,-36.1305852719426,-5.35528,[]
6189,JANDUÍS,-37.4092111089131,-6.01609270285832,[]
6190,JANUÁRIO CICCO,-35.600891962575,-6.15609802255279,[]
6192,JAPI,-35.9459348280456,-6.46056601331605,[]
6194,JARDIM DE ANGICOS,-35.969954329802,-5.6526312123534,[]
6195,JARDIM DE PIRANHAS,-37.3492178522692,-6.38009754919079,[]
6196,JARDIM DO SERIDÓ,-36.77458152338,-6.58633625168301,[]
6197,JOÃO CÂMARA,-35.8167878738553,-5.53842338336333,[]
6211,JOÃO DIAS,-37.7969607820048,-6.27611409784306,[]
6213,JOSÉ DA PENHA,-38.2844030704544,-6.31268844277092,[]
6215,JUCURUTU,-37.020225829413,-6.03341878412747,[]
6218,JUNDIÁ,-35.3277885218596,-6.26916933108908,[]
6221,LAGOA D'ANTA,-35.5997951777328,-6.39150232349883,[]
6223,LAGOA DE PEDRAS,-35.4334827321932,-6.14973910199057,[]
6226,LAGOA DE VELHOS,-35.8706988331384,-5.99991551930281,[]
6228,LAGOA NOVA,-36.4589606695817,-6.09766929639383,[]
6233,LAGOA SALGADA,-35.4724975676103,-6.12581826185821,[]
6234,LAJES,-36.242735126413,-5.69883035878165,[]
6238,LAJES PINTADAS,-36.1184417929034,-6.15143207205811,[]
6240,LUCRÉCIA,-37.8156328477028,-6.11692363522479,[]
6241,LUÍS GOMES,-38.386420375103,-6.41402814243274,[]
6243,MACAÍBA,-35.3552371335816,-5.85723661962623,[]
6258,MACAU,-36.634973181901,-5.11336765030868,[]
6264,MAJOR SALES,-38.3234550212287,-6.40375656574908,[]
6265,MARCELINO VIEIRA,-38.1666126187356,-6.29354978779003,[]
6268,MARTINS,-37.9113273956681,-6.09634749287148,[]
6271,MAXARANGUAPE,-35.262074868072,-5.50545626577382,[]
6278,MESSIAS TARGINO,-37.5120589301593,-6.07649750532978,[]
6279,MONTANHAS,-35.2876919575565,-6.4822429389357,[]
6280,MONTE ALEGRE,-35.3320992692543,-6.06787662410822,[]
6289,MONTE DAS GAMELEIRAS,-35.7866071234666,-6.43946601652215,[]
6290,MOSSORÓ,-37.3568741367043,-5.19380123470868,[]
6312,NATAL,-35.2522547280543,-5.75089853761206,[]
6313,NÍSIA FLORESTA,-35.211309564485,-6.09071414590346,[]
6326,NOVA CRUZ,-35.4323003945869,-6.48006479201477,[]
6335,OLHO-D'ÁGUA DO BORGES,-37.7118209785559,-5.95925838753112,[]
6336,OURO BRANCO,-36.9462950766901,-6.69965894742555,[]
6337,PARANÁ,-38.3111288501105,-6.48533050134249,[]
6339,PARAÚ,-37.1016501352676,-5.77705551761264,[]
6340,PARAZINHO,-35.8449895223578,-5.23078073449039,[]
6342,PARELHAS,-36.6578048562049,-6.68875519717457,[]
6345,RIO DO FOGO,-35.3848720422209,-5.27155865959121,[]
6351,PASSA E FICA,-35.6473522143433,-6.42911549365363,[]
6354,PASSAGEM,-35.3755657140696,-6.27444221295608,[]
6357,PATU,-37.6401023994731,-6.1015320672853,[]
6358,SANTA MARIA,-35.6903638553156,-5.83851870108946,[]
6360,PAU DOS FERROS,-38.2032615200836,-6.11473183865013,[]
6362,PEDRA GRANDE,-35.8759906400618,-5.14938743349801,[]
6366,PEDRA PRETA,-36.1031358189646,-5.58190915620307,[]
6368,PEDRO AVELINO,-36.3852292558735,-5.52400218205231,[]
6373,PEDRO VELHO,-35.2229392416707,-6.43318948820377,[]
6376,PENDÊNCIAS,-36.7191460402508,-5.25678817094245,[]
6381,PILÕES,-38.0444431555028,-6.26572244024087,[]
6382,POÇO BRANCO,-35.6550117699579,-5.61885150409171,[]
6385,PORTALEGRE,-37.9851948257179,-6.02432801349187,[]
6386,PORTO DO MANGUE,-36.7805380667257,-5.06967015221064,[]
6392,PRESIDENTE JUSCELINO,-35.7056053223905,-6.10491278564986,[]
6395,PUREZA,-35.5622682321378,-5.46591858591341,[]
6400,RAFAEL FERNANDES,-38.2225028856897,-6.18649519808459,[]
6401,RAFAEL GODEIRO,-37.7159740682361,-6.07829664776498,[]
6402,RIACHO DA CRUZ,-37.9502747099434,-5.93580252202388,[]
6403,RIACHO DE SANTANA,-38.3148330293793,-6.26473054680818,[]
6404,RIACHUELO,-35.8262747639025,-5.81394696471208,[]
6407,RODOLFO FERNANDES,-38.0628743291341,-5.78799361171139,[]
6408,TIBAU,-37.2513026681358,-4.84143741044144,[]
6409,RUY BARBOSA,-35.9354841632411,-5.87942894095812,[]
6410,SANTA CRUZ,-36.0205165703447,-6.23007562338656,[]
6411,SANTANA DO MATOS,-36.6541049650822,-5.95772715540178,[]
6418,SANTANA DO SERIDÓ,-36.7368516418736,-6.77015175289955,[]
6419,SANTO ANTÔNIO,-35.4751369839982,-6.30517392129752,[]
6422,SÃO BENTO DO NORTE,-36.0354313533959,-5.05950106008262,[]
6428,SÃO BENTO DO TRAIRÍ,-36.0868875014205,-6.34448121674061,[]
6429,SÃO FERNANDO,-37.1854030398375,-6.38386107302845,[]
6430,SÃO FRANCISCO DO OESTE,-38.1692961807558,-6.00063657053982,[]
6431,SÃO GONÇALO DO AMARANTE,-35.3311560930852,-5.78955554020528,[]
6445,SÃO JOÃO DO SABUGI,-37.2041396579503,-6.71122435001558,[]
6446,SÃO JOSÉ DE MIPIBU,-35.2402746487129,-6.0704657116057,[]
6456,SÃO JOSÉ DO CAMPESTRE,-35.7121150331211,-6.31556398064831,[]
6459,SÃO JOSÉ DO SERIDÓ,-36.883258892934,-6.44879853464511,[]
6461,SÃO MIGUEL,-38.4963439736539,-6.2123429186061,[]
6462,SÃO MIGUEL DO GOSTOSO,-35.6412835112052,-5.1228571163116,[]
6471,SÃO PAULO DO POTENGI,-35.7643696369494,-5.89982033377983,[]
6473,SÃO PEDRO,-35.6403110302273,-5.89798028251298,[]
6476,SÃO RAFAEL,-36.8903975641003,-5.80093422659101,[]
6479,SÃO TOMÉ,-36.0736631485719,-5.97302234709679,[]
6480,SÃO VICENTE,-36.6886618516821,-6.2149638781654,[]
6481,SENADOR ELÓI DE SOUZA,-35.6956637751617,-6.03622642877325,[]
6485,SENADOR GEORGINO AVELINO,-35.1241762279568,-6.15869433436923,[]
6486,SERRA DE SÃO BENTO,-35.7034898198867,-6.41536699233032,[]
6487,SERRA DO MEL,-37.0413013452291,-5.16524134820184,[]
